Transaction ID,Customer ID,Internal ID,Original Internal ID,Obligor Name,City,Country,Zip Code,Industry Code,Industry Code Type,Obligor Internal Risk Rating,TIN,Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Original Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Committed Exposure Global,Utilized Exposure Global
TXN551939,ATV5QOMCCY,QUGXD45SF2,7U9GPV10KQ,Company 775,City 26,UK,92348,201990,1,C,87-8749494,NASDAQ,MSFT,DY8ZRS,3IE373XKASQM,2T7MFXO1NIOD,2017-10-03,2034-06-18,5,29,23857855,21688093
TXN372179,G2QOOIWPH7,7HQJHC31SU,YA55O2C7QK,Company 790,City 36,DE,59197,367542,2,B+,29-4266556,LSE,AAPL,1L4U15,HJ59VEVOS0UQ,JF83IHZVZIPE,2014-09-21,2033-07-17,0,20,20151016,9453858
TXN573775,GJMYIDHF6J,SGXW24AS65,4YKF9AMW49,Company 140,City 12,DE,46191,502172,2,B+,23-8829386,NYSE,GOOGL,WVMJSO,U8VO2BJAKT2O,7ROZH365KY1I,2014-05-28,2031-03-07,2,8,23144984,34640627
TXN917841,N5377PE08J,3NRIC7XPTG,W6PTIG5KJ4,Company 510,City 40,DE,10295,563147,1,A+,81-6558966,,GOOGL,J14I33,HM9EUW9S5ZJW,HFKFDDN4GPSP,2016-02-21,2039-12-10,15,3,37381326,13879197
TXN553783,YAMIOMLJYO,9MPN5TFJ74,LFKDES7E8B,Company 479,City 94,DE,17653,976390,2,C,66-9375186,NYSE,MSFT,CI4YBH,BNT8LCWJDUB5,6B2NOSENM5IC,2022-06-15,2039-08-05,17,23,11087452,11128175
TXN418850,D95VHL89XA,8C4JGOA24D,D3C8K0T7MQ,Company 33,City 59,US,41753,912970,3,A,19-5639581,LSE,GOOGL,F1K0KJ,123ZV1ZNYC0R,454T32332G6D,2019-05-19,2038-03-24,4,4,7557638,46047054
TXN205810,Z9TSLABG7E,S8SO0ZS4P9,2O02BQOW4U,Company 597,City 61,UK,80461,178000,1,B+,50-5516768,,GOOGL,FW0K1S,5QWAR1CF3F3Q,3HMY1T714RYK,2023-12-23,2035-03-04,18,23,24649445,29766893
TXN223982,VL2FTZW5A7,PWX2HFTTYS,3C6WFD11IV,Company 463,City 14,FR,97266,716185,2,A+,,,AAPL,4DN0PJ,PYTDU7KR60C7,1CERD1OJCOJG,2015-09-18,2027-08-05,18,1,15517333,16251363
TXN472954,16YSD2KH8J,R0R22NLBML,DXYN9SHUSX,Company 9,City 64,UK,98598,205831,3,B,,,AAPL,MIFHPA,2M9Z7047T8H4,1IY849M1X0FA,2010-05-19,2025-06-10,16,8,39930934,18478361
TXN639502,XX7UHS35ES,EPPMKKEXRG,C6YRH69LTI,Company 312,City 67,US,48740,612569,3,C,,NASDAQ,MSFT,VQBS29,HN7N4OR4YOUM,NKRW0TVIKNS9,2013-08-17,2029-09-03,7,20,26118880,35636501
TXN143890,BTZSRZQ7FL,N86659LI1H,6II2VWJDT1,Company 687,City 5,US,62699,697249,2,B+,,NASDAQ,MSFT,Y6G8M2,2JGLU5HGMRZ7,KHN2XDO54WD3,2025-04-09,2038-03-28,12,23,22119718,43704925
TXN584368,ZKEM9Y3QGZ,O1QLYPG6FQ,EITHB2ZRBS,Company 748,City 82,UK,92140,147336,3,A+,,,,F6UU96,QO6A1AFSD8WP,7XC6VDY8898H,2010-09-08,2028-08-20,6,20,42239131,35610850
TXN726340,1Q74YCNKAN,R3NAPNBKKZ,ULEM8XJW8Q,Company 232,City 57,FR,65810,844119,2,A,31-9887425,NASDAQ,MSFT,QV2RPF,9WBQ4TZXDGYG,976TY03Q5XMT,2016-01-16,2033-05-02,10,8,36012222,17341396
TXN818608,3B7RDHYUQK,EVYN4RBWR7,AP2S42RUH9,Company 52,City 34,UK,48052,190847,2,A+,89-8091634,NASDAQ,AAPL,I3KBO6,GHUXBD3MUT10,6V9OEN9LO46E,2010-07-29,2026-05-20,2,28,15831567,34375901
TXN461306,IFTUK032YU,9XGISLQUDZ,VUUDU9NJKV,Company 97,City 17,FR,80575,868342,3,B,,LSE,,TUV4CB,OYIPCH7NE1IR,D7XPCEC16PQ7,2010-05-03,2037-06-06,6,30,42950398,1308290
TXN266279,S20QUKUOPI,Y1RQ0GJIF9,FR78JG1KNB,Company 763,City 81,US,90755,279330,3,A,,,MSFT,JR9RWA,W4M9QQ5XOO8X,09A5S3DJGLEZ,2016-12-28,2030-05-16,13,26,16602302,31893307
TXN176066,75YILP8M4F,5DDJ3UM1DL,MD67AT7C4P,Company 591,City 51,DE,21737,772115,3,C,,,TSLA,9J2XYH,U8VK00GBHJV5,5UQA9C8O9CH6,2018-12-05,2039-01-30,9,25,47866423,44776753
TXN839826,0HIO5M3CCA,O3RQPLZNP5,XM367SPO6H,Company 582,City 76,CA,99569,581904,1,B,43-5990814,NYSE,MSFT,1KUC62,VEDAWN0H6EF4,BGUYQFCABJMY,2019-01-29,2025-09-27,15,21,40999654,29008788
TXN131599,OW8MPOKV1J,D37WCSH8TA,DVX5Q8AMN6,Company 819,City 82,CA,49033,719185,1,C,80-2567053,NASDAQ,TSLA,PM34H5,BCK8IMF9HXBX,6OV2BXJZRLLX,2023-06-19,2031-12-25,11,22,48581887,8411245
TXN576154,6IZ3RC9GHR,H0XXUB7VYD,ALYANDF4PD,Company 942,City 44,UK,30292,870362,2,B+,73-9159452,,GOOGL,G5V2AP,ATW1PDJUDOAY,B6IQW7ATH5I8,2017-07-30,2027-05-30,6,29,37712179,44943549
TXN358767,Y0ME735Z1E,FKIBYMVF91,RVNB3XPDPG,Company 959,City 41,CA,64389,588056,3,B,,,MSFT,SVQYW4,O4AYORAADINY,C3EX2K4JAV27,2021-12-04,2038-02-12,1,22,36707401,11793647
TXN601072,H941RD4TWE,R0HS3GS1Y1,6PIN277TE8,Company 843,City 74,UK,37005,935501,3,A+,34-2751303,LSE,MSFT,CWLD8Z,MA6WKW0MMX0C,Z9YZOAQ6TTF3,2015-04-08,2039-08-24,2,22,38559469,48061122
TXN209876,MXG9LO3IRD,1ASEGM8FEE,YCNADDTUW7,Company 813,City 63,CA,64618,960701,3,A+,83-4528252,NYSE,,I6KH1P,EDZX0KEAE0WS,55DD4BAIY86E,2010-09-03,2035-02-08,1,0,10877162,10204377
TXN551305,XGPG0NH0N3,ZD7HFXX8QU,V9U9L796R3,Company 507,City 53,DE,91956,200694,3,C,81-1090477,NYSE,AAPL,8WIK1F,VJIIIR0O49GV,JLQNIRKPYE3S,2025-11-26,2028-07-24,9,24,36370752,7006489
TXN884315,MIUKDLL5GW,G2I7TAKNPB,RULQRWF0EU,Company 509,City 95,US,17650,261891,2,A,,,TSLA,OTMCUD,1IW4OCWSWO75,PEIY66HEX0IM,2016-09-27,2031-04-21,11,24,34892932,29098757
TXN691803,W70S66R7EM,P3C9V72HGZ,203MBCGAKX,Company 525,City 15,DE,22166,312245,3,B,,LSE,,FMBN7W,DZKOAVBTW674,ZJGVX66B4G6T,2022-08-14,2036-07-20,11,13,47936532,37156406
TXN380734,AV04IERUFG,K89I70XQPP,SG4GSR8YT2,Company 846,City 38,US,55097,589590,2,A,67-2755043,NYSE,GOOGL,DVBSRU,E3N4CV7ZVBDW,YKHNQ10O81GC,2021-07-11,2029-10-10,16,10,38862290,15487480
TXN757591,OW57G7ALZH,VGFTS8VES2,H5JQMZU0XU,Company 459,City 83,DE,43020,931791,3,A,,NASDAQ,GOOGL,87962G,7V67VU2903ZI,B4ZBWF2OY1HC,2018-03-04,2032-01-31,1,11,47395163,30074504
TXN220738,ZRTF7WVIX0,6USFPVC0CK,XUZ60S7NHB,Company 23,City 28,CA,80376,950126,3,B,,NYSE,AAPL,OSUYND,XMAK25DTD8SL,7WKIDTNI8XR0,2015-09-25,2030-05-02,4,17,17085362,19970164
TXN582943,N3FVG6YPTV,VQCQALEBR5,MLYMO1CEHW,Company 423,City 12,UK,34235,259644,1,A,41-2955400,,,7Y82BE,VJDC8ARO7QVN,WKQRYKJNOR7S,2024-07-17,2038-02-26,1,9,7290528,1535907
TXN151865,5X7UI8AA8D,QACUM2LDAN,ETVG4BIOJ2,Company 428,City 56,UK,32234,818459,1,C,,LSE,AAPL,3JMTVW,PVH9EN8G743U,ASF4K4M0XUTM,2021-07-09,2033-01-30,11,28,30209304,9617648
TXN908037,31HTE1D6VM,ZAKH8X2ZS1,CC91QQMZJZ,Company 519,City 55,US,35128,160433,2,B,37-8776153,LSE,AAPL,1W3VQW,B95A8QZD68SW,VILRNGIO81CS,2012-09-06,2040-12-16,6,1,9058924,31339826
TXN247333,YY5XL1ZY6Y,T9JYGSOD1G,OBUSB7AXWX,Company 396,City 28,CA,87305,769522,2,A+,33-2693499,LSE,,8NLXER,QIR7ZBCSMXE3,EI59CIJBPBQZ,2010-06-26,2029-08-20,1,22,26802205,16119959
TXN983938,2A81A3Q7T0,S6EGVTEZEZ,55YXXORDN1,Company 437,City 29,UK,32908,905615,1,A+,46-4612482,,MSFT,OU21X0,OV2C3ZOQKD0I,ZCSVCU769YG7,2014-12-24,2040-06-25,0,9,32437218,14047768
TXN389002,ECUMY3O044,HQG6HBMKHF,OIOVLGYZRK,Company 422,City 98,FR,79614,660611,3,B+,,,GOOGL,2H19ZI,IA12Q17YZYMC,8QYALIF3J607,2022-01-21,2029-03-16,14,30,16595835,20897006
TXN562253,3WUVIV70Y5,6O3IIWAYJ5,JE0YPU58EE,Company 314,City 27,UK,50298,792697,3,A,24-2668365,NYSE,MSFT,VOQ3E6,E996KKJ763PQ,84UE0CPYPOGL,2023-08-11,2035-10-02,0,14,47019783,34715560
TXN625945,XUR12G62PD,O1QGMU7MUS,GK0PUU8X7H,Company 448,City 68,DE,53860,72314,3,A+,,NYSE,MSFT,X3SJN6,M87KS64C5XKR,CMPCAVQL1NG2,2022-10-22,2030-01-27,9,19,11513662,24041430
TXN814604,YSD8IPIFUY,FTBVAQNIXY,NYU760JAJ2,Company 88,City 75,US,17698,572358,1,A,25-8118561,LSE,TSLA,IIGZHN,7Z4OVA475UAS,V1Z438PGWFXK,2023-11-15,2030-01-22,15,1,11816835,12388379
TXN696032,UQP7CDXM08,EQJ1RM5U5Y,CEDEF8X04K,Company 229,City 91,FR,57198,881382,1,A,,NASDAQ,TSLA,PXL8EW,V9XIL938FBLZ,N76JXLA3IZW9,2018-07-14,2031-02-08,18,5,11529167,25357537
TXN930569,O4TB40LP72,U26LJ3816Z,QPB0WO4QV2,Company 581,City 41,UK,77456,95731,3,B+,71-6903854,,,WCJ34Z,91VUD1HL4RGG,51Z7HIG8ARDG,2022-03-11,2038-06-24,2,2,43077078,37039851
TXN238140,HAFH1BG7QM,UV0NRAA08C,YCPX3EMS4X,Company 529,City 6,US,32288,263689,1,B,,NYSE,GOOGL,2ETYVD,NXCMOIS0QEMD,BTA4SNMQG8U5,2011-01-29,2030-05-17,16,15,16345264,4905078
TXN766167,Y3DZE0T4DE,O2M9HHBS77,7IC435444Q,Company 419,City 57,US,73352,960929,1,B,,LSE,GOOGL,CN3JCS,XDEN2PLCE746,A58YYSVKI347,2010-04-08,2030-03-14,0,18,30342911,4265292
TXN938327,JHS63N3VFM,NAOO4J3S1F,3E9GFM4A5C,Company 191,City 61,CA,63963,675284,3,B+,,NYSE,,07SLG2,RI0ELA25CHVR,84DGZW1LWJMG,2024-11-21,2035-01-01,8,15,22374341,10888999
TXN652616,K5H0K0MXGQ,GSIQY46KF5,FZP8JF2DS3,Company 921,City 62,CA,40636,884863,3,C,59-4549040,NASDAQ,GOOGL,B1YE65,J7XZESUK2YA6,45BIK8PIO52Q,2021-01-27,2025-09-26,19,12,16019392,649623
TXN269075,MCKNEAO0S7,NKFLGYAWYR,KYSTXA8IYH,Company 466,City 73,DE,13365,701232,1,C,,LSE,GOOGL,7W0I0N,4SZAJYQKGVU1,E4EY7LQ0QETN,2012-07-28,2034-04-23,12,0,14882484,2084756
TXN886578,JVZOM610GT,6Z28POACO9,Y2OPH78Y9C,Company 915,City 18,US,16396,320770,1,A,65-1876281,NYSE,GOOGL,B6OLPB,9FG4OBLTH0AR,6H5JND9DW4GM,2017-12-12,2026-07-06,2,15,37828022,2344948
TXN223557,7LP3CP0UP4,GX16R52AFN,SA64XRNV9K,Company 798,City 58,CA,69803,756227,3,C,,NASDAQ,TSLA,84HG6M,TX5BRNVX8OQ6,79RJI25VVNNP,2017-06-03,2025-11-20,2,2,29094201,16033842
TXN642395,RZ7DCQVXKO,8KYE7EWI5G,8YHT6IV7SU,Company 671,City 83,CA,73070,592902,3,A,,NASDAQ,,S6S0MB,74A9UTKDPST0,1JF4ME3YZJ6W,2014-08-23,2036-03-10,10,19,4625911,39793465
TXN722508,FEEZ1WE0K0,EZ78IMUJYL,HL0UK3VV9B,Company 684,City 94,DE,34963,402097,2,B+,,NASDAQ,GOOGL,PUWDTS,JFVW74FYA9JE,NY7X8GG7FGCE,2023-12-09,2025-04-24,15,9,17357643,2394392
TXN910998,9W928DUWRS,9JBX49LG4H,N1DDX98748,Company 786,City 38,UK,77072,808277,2,B+,25-3099113,,MSFT,YZZIM3,OF2VB32GXERF,SHWFKXEFK0K0,2018-12-08,2038-12-05,0,19,15118484,47466110
TXN877941,PPXER1G71O,6GKBJS9K3Z,9P75RM482C,Company 408,City 4,CA,33383,430600,2,C,79-2008802,NYSE,,A62TB0,WQD97K3X6CTC,ESSJECRRWOF3,2024-01-07,2039-09-23,17,0,17680581,6524219
TXN690090,T7DX9SXHRR,X0P2F45481,3C3ZMY4BRX,Company 885,City 45,CA,72495,707929,2,B,,NYSE,AAPL,HFE2UT,UB4JCVNDM3RG,9H6GS7U6FW2B,2023-03-02,2032-08-13,1,12,36393569,11725530
TXN964369,VZJFHCQ33K,O29T5G4LD3,N2QA1U4GZP,Company 760,City 80,DE,73774,589977,1,B,,NASDAQ,,0XO3LV,Q7W3AUFFQ02M,IFYV40MFGLFU,2019-01-01,2034-06-04,3,15,22331194,34615136
TXN771730,CP95JCJXMR,XW2YJG1UFP,RHJDN7MHJQ,Company 728,City 86,CA,61958,455247,1,C,97-6245603,LSE,MSFT,9FIFG9,GRWREGE6UFBQ,T72BI66PKKW0,2012-03-15,2035-06-14,5,3,10573827,39310591
TXN799233,XTIM6OVMMB,WUMQUB8EUT,ZV8K1Z2LOG,Company 341,City 35,UK,33027,86157,2,A,,NYSE,GOOGL,W3LS54,RQKTIWNGHC98,PH97GYYGFXSI,2019-12-24,2025-06-26,9,0,45659508,49606226
TXN840551,23XKLLT6BV,NCSW7VHDVE,T0CJHV6H69,Company 777,City 92,FR,47835,558619,3,B+,25-7594256,LSE,TSLA,7XNF3W,5D6QR9RW6L7V,ZYABULT1C14X,2011-07-31,2038-04-14,19,8,15852061,6222983
TXN625631,Z8UX47OO6W,V57WGU9MWC,X5DA5BBDZO,Company 759,City 77,US,30328,313854,1,B+,,,MSFT,3AB1ES,3UM483BOHIRA,61BMR4A7QKS2,2013-11-29,2033-09-15,5,20,5917751,32423325
TXN521927,JNJDFALRLN,ZO0OWROOL1,FM4OKOLRPG,Company 597,City 7,US,71725,897592,3,A,59-6829075,,GOOGL,EKOB6I,VTFCPUZFSJE2,3L1ZFEBIC2TJ,2023-09-12,2040-07-16,14,3,40755805,39524142
TXN318691,PHNY12VVM4,QAP6MWXGCR,02XZFDWWOL,Company 953,City 52,CA,22299,473441,2,B+,91-3763430,NASDAQ,GOOGL,NSUWRT,20HURY3S4U1I,3XK1QWQD78MJ,2024-11-01,2029-08-31,4,27,11644812,5956625
TXN399018,IW9CY0548Q,XPZ1THGUME,7L9C02IF78,Company 994,City 31,CA,44279,792325,1,A,77-1636777,NYSE,AAPL,7HIELW,4FMKF1KGPQAZ,UN1EAVI6ESHO,2023-06-21,2030-03-20,15,30,26365465,6842365
TXN706097,ZW4NL7RZH5,RLEHDQ9A38,H1S6Y2QH7D,Company 61,City 64,DE,13368,914831,3,C,,,TSLA,GWLUNY,DZPN5GB5KDT2,6JLXZBZ3BVGL,2021-01-21,2031-03-14,5,14,7016578,37544105
TXN383179,JMGJBC8CXZ,2FNAJ0CK2Q,9ODHIS1LLY,Company 592,City 58,DE,36299,801873,3,A+,,NYSE,AAPL,3UDDMZ,LJNFDNUFRAK4,G1CYT7IVRNE5,2013-07-12,2027-03-29,7,2,9792215,5306805
TXN801498,HSUAMPLS1J,JTWGXOWNJJ,BQ2LKUON48,Company 999,City 54,US,80629,78314,1,A+,,NYSE,TSLA,R3S9C6,5MA06XGQC56Z,65LTWS9XCNRV,2018-08-06,2033-11-12,13,30,47069438,10053579
TXN926604,37YZCQYFS2,09QR3TPFSB,YROMX63UO0,Company 538,City 55,UK,71451,325021,3,A,77-7235100,LSE,GOOGL,2945SF,7NRL0C89WQX0,A0QVR40RX74B,2016-08-12,2026-08-25,19,28,11119053,39832196
TXN319778,0HGWZM7RW8,HEBSO3PZMC,IR1WQJ9YK2,Company 703,City 68,DE,79970,845121,3,B+,55-5755276,,,RH9P93,JLQRDEIKQN6Y,31MIKZCFF09D,2022-07-08,2037-11-16,5,3,23677056,17237333
TXN869160,WKV8VCQM3F,3BID78YZKU,84NGA4SVQ0,Company 724,City 35,UK,44229,293794,3,B+,,NASDAQ,GOOGL,70N71E,7V0TF22BWRBS,148ME46E2XXY,2012-08-30,2029-05-03,3,4,17322273,44708863
TXN807851,86L8ZFP6EM,ENIH5JSRYK,VQD1FTSMMO,Company 356,City 46,CA,71862,685720,2,B,71-4287702,LSE,MSFT,M40JSZ,YD5Z4S1Y1RTV,4SNG9ADVYYPL,2021-11-27,2040-12-03,0,11,9221795,25695784
TXN879915,XW2AMWF6O9,8HS8PC940Q,RFZWR9CCG7,Company 721,City 63,DE,50111,958941,1,B,,NASDAQ,GOOGL,86PTHJ,U2EGBYUSEMWS,JEW7PPF6IURM,2025-08-13,2026-04-01,6,14,18606003,15556518
TXN934108,FHQU0T3VN3,EX7KELII7V,LAVZK8VB34,Company 482,City 71,FR,88405,800100,3,A,,,MSFT,3NDSS8,R21WG6VGD2FO,0SD60QVZX3JK,2025-10-23,2031-01-03,13,29,6264959,17781246
TXN595839,9UA7N0G3KY,7FYIAZETLM,BB3B6Z2BK8,Company 26,City 25,US,35150,915674,1,A+,,NASDAQ,GOOGL,SJ5HP0,IBRIEAU2BQ16,9ZAD44X5A57N,2023-04-27,2034-02-05,12,23,43814355,27814484
TXN432568,RBW1OP97C6,FTAOWPGS1U,Q4J28ILGW5,Company 228,City 81,CA,88630,397032,1,B+,,NYSE,TSLA,NWI91D,KDSTLH58VUBM,2WM6XRSYE9LB,2024-02-19,2035-09-22,15,26,14018744,7883655
TXN568194,M3E161H40E,E11QKWR998,D9HM3NDIH1,Company 732,City 46,CA,85403,585799,3,C,85-4488742,LSE,MSFT,4CQFPE,EOW0ZDSCN4WP,HNFZV258RCRW,2014-04-12,2028-09-15,3,17,5134208,39437402
TXN887486,OF1ZNQCGYL,6NY1B2E3UZ,XABWTREU29,Company 101,City 42,CA,89330,378369,3,A+,99-6227648,NASDAQ,AAPL,FTISUT,BIYKVDADFV6P,UB9E9RLKWS6N,2024-05-17,2034-02-14,15,25,35909429,36392626
TXN733701,II3AOXMT98,NJ0256QSNG,CEG7XJ0VY4,Company 441,City 63,CA,55293,806527,2,A+,,,,CZT8Z2,KSSCQUBSZMT0,8OGW87LWGSYU,2023-01-27,2028-02-08,7,7,27933707,48350192
TXN966515,T54L1S780P,13226W42Z3,A1X0AOAGTK,Company 974,City 95,DE,93558,45786,2,A,60-8265674,NYSE,TSLA,ZMHPRZ,UNWX2BBWS0BI,ABRAVDP8SY0R,2022-06-28,2032-05-18,0,0,36762002,41265412
TXN308290,36YEWZO2ZA,RB47VAHL56,MLHDVYLJQ0,Company 483,City 93,US,82187,532582,2,A,66-3271238,LSE,TSLA,WTMW77,521ZO25PJZHV,RNS8JP5SX1X0,2014-02-16,2035-01-13,0,23,20921793,33549581
TXN961450,69VUH6CHV9,F97TGNIFEM,1IWU3E9376,Company 879,City 98,US,34314,885590,2,B+,,LSE,TSLA,BZZIJ5,IU7K5ZPYZ2A3,CB2S4FEBWM1M,2015-06-06,2039-01-14,18,29,4331222,47813001
TXN736215,4HJ1QWJJOP,K3ABU6G92C,PQRGLX6UXN,Company 721,City 7,CA,19922,466360,3,B,,,GOOGL,6MWEK2,LCHNZ71NLCKW,LUJWLVOXUGA3,2019-04-26,2025-06-11,7,14,26008852,814493
TXN462379,IPN3PYZZRB,9J7U6CQCS9,XFPDM05YTF,Company 750,City 33,CA,20555,309084,2,B+,,NYSE,AAPL,ZTYUZX,4Y49UHHF156H,8GZ3HZVB6V59,2018-11-17,2035-02-17,11,4,12072393,40515789
TXN226349,OIY9XDDC1N,HV7P04UNWP,3481QW0WI8,Company 533,City 82,FR,76477,731009,2,B,,NYSE,AAPL,BZ68LT,9U4PSA2Z50R4,W1E0NOYNJ4Q9,2015-06-16,2028-06-07,9,23,1795007,29061807
TXN663650,TO98V3CKHQ,HPLZ6184W0,KFMJO4YZQU,Company 242,City 38,UK,93059,218559,1,A+,,LSE,,6NTCQO,ULPL8Q020NKZ,F78GMYXAFJIF,2010-11-26,2030-11-15,6,26,44760591,17700035
TXN324228,MA7S27GLJK,9B64ZUQ7V1,THB4CVDNPU,Company 929,City 27,DE,58093,279887,3,B+,49-1613881,LSE,AAPL,RVAP6R,OLRYAFJK0H5U,LCW74ZEEV2YF,2019-04-26,2032-12-24,19,21,18257548,47665504
TXN329229,6GSDSFW1TR,4AQQT00AOZ,KHLHIRSZ8W,Company 578,City 5,CA,46347,958896,2,B,,LSE,,CIIFTW,SPEWHHD3YCJH,2Q6XFP74TQH1,2010-01-02,2027-02-11,6,25,21312550,6424753
TXN864275,Q560CBVT4P,6623ZALQFT,UA9A5JKCHG,Company 226,City 71,DE,42314,396389,2,B+,41-3629109,NASDAQ,TSLA,T6J0OH,R0VB8W3N6E84,QAEG84KCW5F3,2019-09-03,2037-11-19,0,2,48070259,40306546
TXN134853,8VTFGWPMQZ,J9B4GT23CD,PHOV6FRMFE,Company 346,City 9,UK,46915,951677,3,C,,,MSFT,XD1C84,WQVAC9P135J3,IT8NS0XRGR4Y,2020-02-19,2039-04-27,18,27,8691321,37729042
TXN513629,0RGFKOQ68P,W7WL9JARA8,OV75T8TCI3,Company 393,City 91,FR,29787,63650,2,B,,LSE,,2Z91LW,MBMTBMU3JLPG,01AOGYFJFG9H,2016-02-05,2035-10-14,17,11,15561989,49203489
TXN842062,GUZZVSRFQG,70Y4B1FHP2,GF6P71ZWA8,Company 471,City 22,FR,30976,550830,2,A,98-7273282,,GOOGL,U6DJT7,MH8UQDFLG1GW,TZNRWPU2N5OC,2019-01-25,2030-04-27,19,9,6574719,25253440
TXN849291,OOB6JNJTGX,DO53XZZ1GF,K08XOHZ0GJ,Company 125,City 10,FR,72861,43923,1,A+,,NYSE,MSFT,9NB538,MGXUS6T6G7TV,6LTR10EQOBSK,2021-03-26,2033-09-18,4,24,27427642,3631640
TXN541318,TH2ZUDU9GP,2JJIDI2ULF,ULQK2WRHRJ,Company 147,City 21,CA,86518,345092,3,B+,,NASDAQ,AAPL,W5NDXZ,TYVB48LFWA0L,4F23HJDRQDLF,2023-03-24,2039-01-04,15,23,29311300,30383154
TXN726090,8HAJGX6WON,JJ8BXAH709,8H8KRS7PDV,Company 507,City 88,DE,51710,570319,3,A+,,LSE,AAPL,NFY5NM,IPAYJ1T0JBOX,X5HEQV3WIOO9,2024-10-30,2029-11-30,11,13,14663677,18082882
TXN575648,PA0W1MACQM,317LO9T4C8,HR92HXCP3U,Company 582,City 97,DE,68901,481687,3,B,,NASDAQ,AAPL,ZQ9FE5,9P94POHM661V,1OAK0AK77MZF,2014-05-15,2032-06-03,15,22,26087039,24051069
TXN469925,ELZFLX4VBH,51H8XCZ97T,R13JDP8AKU,Company 499,City 88,FR,28652,82496,1,B,,NYSE,TSLA,8M5OPN,7X9MBG2K63PL,8KX9BOGLTCIF,2019-09-29,2035-04-19,3,7,9646233,33070229
TXN785908,B6PH6K3EIY,8GP6GRC5NS,EIIVPNH2MS,Company 889,City 44,FR,77690,702767,2,B,29-5816073,,MSFT,E5NBZC,UHLTC8NWKGLU,XX4HYA5IAERZ,2021-10-28,2029-04-15,19,5,46424262,1285670
TXN714652,QQO6FFXWLW,OAK10VJK4K,JB33A54KG5,Company 84,City 71,FR,70075,946920,3,C,60-2958769,NASDAQ,TSLA,YAAI0W,CXBNA8HAAH9L,74649L0G65Z2,2023-12-15,2025-05-09,16,20,13870080,18175109
TXN164763,W8FZ0FITX2,CEV3YQIKOC,NZ0H51N6ZG,Company 310,City 35,CA,43130,159696,1,B+,72-9000932,LSE,GOOGL,6TGW14,4DAMTU48BDH1,R4W8QNZJHRFK,2016-03-27,2026-05-19,15,16,2843156,30853789
TXN349637,SVZUQ70A0M,YG53H0O6ZK,CCDYMTE7SB,Company 572,City 32,DE,95355,680489,1,C,,NASDAQ,GOOGL,G6BW1U,QCPCH238KZ05,6Z3LZ574XD3A,2021-11-01,2026-03-26,18,24,1245653,9751602
TXN779012,HRTJCNVYXX,QQ5I4OB8KZ,NSLB2M1PJW,Company 179,City 22,FR,48437,666664,1,A+,89-7029342,,,M54T7F,SJRPE3SFRSBK,M8OSNKBS4AZV,2011-03-21,2035-08-31,0,12,27165417,17836071
TXN730590,SC170P5HBA,2X8G5HUZDS,BOE8IWVOA3,Company 595,City 69,FR,36940,661662,1,A+,14-2690488,NYSE,TSLA,96FK6I,HD8QRUH0ZZE7,RVAGIHGB1XQF,2012-06-23,2040-04-07,15,25,48710854,23425104
TXN354938,K1BGT0ZHQF,EWA8N9JOCH,HAZM25HWLB,Company 278,City 19,CA,18899,307856,2,B,,NYSE,,J7TTC9,4Z1RYFC4HESW,XP8S8IGD9QM1,2015-12-30,2034-10-06,12,14,21377219,45774596
TXN328912,X5G4ZP9LZA,NF19FXXFB5,H8PIQPIS7S,Company 767,City 50,FR,57817,792107,2,C,,NASDAQ,,AIJEE1,IZAS2T1PX7CN,WIXN74D83GB3,2010-11-22,2039-06-24,6,28,45260947,15027497
TXN737119,WV01XEIQZS,PEIOWD2D0C,CT0694ELYO,Company 646,City 50,FR,85761,707445,2,C,,NASDAQ,TSLA,172NXJ,TRXEVDWCQAXC,MXOM622MTTXP,2012-12-02,2038-12-07,4,16,23008656,3098520
TXN545635,0E88RVP8HF,KUVB9ZN9AT,96SKX9UQ63,Company 952,City 92,DE,75379,579192,1,A,,NASDAQ,,4HLKMA,X512I9Y8QWFC,9O5WNQYL2DC9,2019-08-24,2027-07-11,1,30,16624495,20538312
TXN397057,0CMBA6I4UX,3G2WVZPW6B,ZY8UT1S7PA,Company 512,City 60,DE,88727,823493,3,C,82-5029913,LSE,AAPL,ODEHDR,N1HTA70ROP4R,EBJEOM7VDQJA,2019-07-01,2033-11-14,15,7,12253458,49759456
TXN197815,IDSDJAO6LQ,LNCV0VJN5S,Y3RFHPWS89,Company 878,City 26,DE,70126,432978,3,C,,NASDAQ,MSFT,TW9WSN,0J8WG9X5SIXO,5XUAHR8QREFZ,2013-02-12,2039-11-10,5,5,44973747,10364365
TXN127742,8HDO57JJMG,E5404M304L,MMNJF1N0Z6,Company 738,City 70,UK,36439,935255,3,C,,,,H0NGXY,5JBGQKLKBLCV,CBQL4YPD88KS,2019-06-09,2037-03-25,16,21,39598625,5995449
TXN246966,AX5NTUJJJX,Z7BKYKXWBT,8BU82G19BH,Company 524,City 29,DE,84860,388631,2,B,13-3157336,LSE,MSFT,D4X9T8,N70SLH1UDKFL,B3PQV0XB17K9,2010-08-08,2025-01-11,15,2,19523525,21002231
